llava-olmo_1b_token1500B-finetune,0.606
llava-olmo_1b_token494B-finetune,0.630
llava-olmo_1b_token2353B-finetune,0.616
llava-olmo_1b_token1874B-finetune,0.636
llava-olmo_1b_token2353B-1e-3pt-4e-5ft-finetune,0.627
llava-olmo_1b_token2767B-1e-3pt-4e-5ft-finetune,0.5689999999999999
llava-olmo_1b_token1500B-1e-3pt-8e-6ft-finetune,0.653
llava-olmo_1b_token41B-1e-3pt-8e-6ft-finetune,0.382
llava-olmo_1b_token494B-1e-3pt-8e-6ft-finetune,0.604
llava-olmo_1b_token3094B-1e-3pt-4e-5ft-finetune,0.6078431372549019
llava-olmo_1b_token3094B-finetune,0.6889999999999999
llava-olmo_1b_token41B-1e-3pt-1e-5ft-finetune,0.394
llava-olmo_1b_token494B-1e-3pt-1e-5ft-finetune,0.624
llava-olmo_1b_token3094B-1e-3pt-1e-5ft-finetune,0.631
llava-olmo_1b_token41B-1e-3pt-4e-5ft-finetune,0.466
llava-olmo_1b_token41B-finetune,0.44800000000000004
llava-olmo_1b_token1874B-1e-3pt-1e-5ft-finetune,0.635
llava-olmo_1b_token2767B-1e-3pt-1e-5ft-finetune,0.599
llava-olmo_1b_token2353B-1e-3pt-1e-5ft-finetune,0.55400000000000006
llava-olmo_1b_token1500B-1e-3pt-4e-5ft-finetune,0.628
llava-olmo_1b_token494B-1e-3pt-4e-5ft-finetune,0.674
llava-olmo_1b_token1500B-1e-3pt-1e-5ft-finetune,0.6560000000000001
llava-olmo_1b_token2767B-1e-3pt-8e-6ft-finetune,0.59199999999999996
llava-olmo_1b_token3094B-1e-3pt-8e-6ft-finetune,0.589
llava-olmo_1b_token2353B-1e-3pt-8e-6ft-finetune,0.536
llava-olmo_1b_token1874B-1e-3pt-8e-6ft-finetune,0.647
