llava-olmo_1b_token1500B-finetune,0.5714040616246497
llava-olmo_1b_token494B-finetune,0.5706834233693477
llava-olmo_1b_token41B-finetune,0.10273379351740697
llava-olmo_1b_token3094B-finetune,0.6205560724289716
llava-olmo_1b_token1874B-finetune,0.6136158963585433
llava-olmo_1b_token2353B-finetune,0.568970338135254
llava-olmo_1b_token41B-1e-3pt-1e-5ft-finetune,0.025416666666666664
llava-olmo_1b_token2353B-1e-3pt-1e-5ft-finetune,0.5301269507803122
llava-olmo_1b_token1874B-1e-3pt-1e-5ft-finetune,0.581919817927171
llava-olmo_1b_token41B-1e-3pt-4e-5ft-finetune,0.07602696078431373
llava-olmo_1b_token3094B-1e-3pt-1e-5ft-finetune,0.615609643857543
llava-olmo_1b_token2767B-1e-3pt-1e-5ft-finetune,0.5787253401360545
llava-olmo_1b_token494B-1e-3pt-4e-5ft-finetune,0.5792473489395759
llava-olmo_1b_token494B-1e-3pt-1e-5ft-finetune,0.5357475990396158
llava-olmo_1b_token1500B-1e-3pt-4e-5ft-finetune,0.5975277110844338
llava-olmo_1b_token2353B-1e-3pt-4e-5ft-finetune,0.5781112444977992
llava-olmo_1b_token41B-1e-3pt-8e-6ft-finetune,0.023541666666666666
llava-olmo_1b_token494B-1e-3pt-8e-6ft-finetune,0.520405862344938
llava-olmo_1b_token3094B-1e-3pt-4e-5ft-finetune,0.5881459083633453
llava-olmo_1b_token2767B-1e-3pt-4e-5ft-finetune,0.5566708183273309
llava-olmo_1b_token1500B-1e-3pt-1e-5ft-finetune,0.5296975290116046
llava-olmo_1b_token1874B-1e-3pt-8e-6ft-finetune,0.5779040616246498
llava-olmo_1b_token3094B-1e-3pt-8e-6ft-finetune,0.608968887555022
llava-olmo_1b_token2767B-1e-3pt-8e-6ft-finetune,0.5754940976390557
llava-olmo_1b_token2353B-1e-3pt-8e-6ft-finetune,0.5326959783913564
llava-olmo_1b_token1500B-1e-3pt-8e-6ft-finetune,0.5206512605042016
